year,state,state_po,office,district,candidate,party,writein,candidatevotes,totalvotes,percentvotes
2006,GEORGIA,GA,US HOUSE,6,TOM PRICE,REPUBLICAN,FALSE,144958,200252,0.723877914
2006,GEORGIA,GA,US HOUSE,7,ALLAN BURNS,DEMOCRAT,FALSE,53553,184114,0.290868701
2006,GEORGIA,GA,US HOUSE,7,JOHN LINDER,REPUBLICAN,FALSE,130561,184114,0.709131299
2006,GEORGIA,GA,US HOUSE,8,JIM MARSHALL,DEMOCRAT,FALSE,80660,159568,0.505489823
2006,GEORGIA,GA,US HOUSE,8,MAC COLLINS,REPUBLICAN,FALSE,78908,159568,0.494510177
2006,GEORGIA,GA,US HOUSE,9,JOHN D BRADBURY,DEMOCRAT,FALSE,39240,167925,0.233675748
2006,GEORGIA,GA,US HOUSE,9,NATHAN DEAL,REPUBLICAN,FALSE,128685,167925,0.766324252
2006,GEORGIA,GA,US HOUSE,10,CHARLIE NORWOOD,REPUBLICAN,FALSE,117721,174753,0.673642226
2006,GEORGIA,GA,US HOUSE,10,TERRY HOLLEY,DEMOCRAT,FALSE,57032,174753,0.326357774
2006,GEORGIA,GA,US HOUSE,11,PATRICK SAMUEL PILLION,DEMOCRAT,FALSE,48261,166785,0.289360554
2006,GEORGIA,GA,US HOUSE,11,PHIL GINGREY,REPUBLICAN,FALSE,118524,166785,0.710639446
2006,GEORGIA,GA,US HOUSE,12,JOHN BARROW,DEMOCRAT,FALSE,71651,142438,0.503032899
2006,GEORGIA,GA,US HOUSE,12,MAX BURNS,REPUBLICAN,FALSE,70787,142438,0.496967101
2006,GEORGIA,GA,US HOUSE,13,DAVID SCOTT,DEMOCRAT,FALSE,103019,148789,0.692383173
2006,GEORGIA,GA,US HOUSE,13,DEBORAH TRAVIS HONEYCUTT,REPUBLICAN,FALSE,45770,148789,0.307616827
2006,HAWAII,HI,US HOUSE,1,NEIL ABERCROMBIE,DEMOCRAT,FALSE,112904,162794,0.693539074
2006,HAWAII,HI,US HOUSE,1,"RICHARD ""NOAH"" HOUGH",REPUBLICAN,FALSE,49890,162794,0.306460926
2006,HAWAII,HI,US HOUSE,2,BOB HOGUE,REPUBLICAN,FALSE,68244,175150,0.389631744
2006,HAWAII,HI,US HOUSE,2,MAZIE K HIRONO,DEMOCRAT,FALSE,106906,175150,0.610368256
2006,IDAHO,ID,US HOUSE,1,ANDY HEDDEN-NICELY,NATURAL LAW,FALSE,2882,231974,0.012423806
2006,IDAHO,ID,US HOUSE,1,BILL SALI,REPUBLICAN,FALSE,115843,231974,0.499379241
2006,IDAHO,ID,US HOUSE,1,DAVE OLSON,INDEPENDENT,FALSE,6857,231974,0.029559347
2006,IDAHO,ID,US HOUSE,1,LARRY GRANT,DEMOCRAT,FALSE,103935,231974,0.448045902
2006,IDAHO,ID,US HOUSE,1,PAUL SMITH,CONSTITUTION,FALSE,2457,231974,0.010591704
2006,IDAHO,ID,US HOUSE,2,CAMERON FORTH,INDEPENDENT,FALSE,5113,213332,0.023967337
2006,IDAHO,ID,US HOUSE,2,JIM HANSEN,DEMOCRAT,FALSE,73441,213332,0.344256839
2006,IDAHO,ID,US HOUSE,2,MICHAEL K SIMPSON,REPUBLICAN,FALSE,132262,213332,0.619982
2006,IDAHO,ID,US HOUSE,2,TRAVIS J HEDRICK,CONSTITUTION,FALSE,2516,213332,0.011793824
2006,ILLINOIS,IL,US HOUSE,1,BOBBY L RUSH,DEMOCRAT,FALSE,146623,174427,0.840598073
2006,ILLINOIS,IL,US HOUSE,1,JASON E TABOUR,REPUBLICAN,FALSE,27804,174427,0.159401927
2006,ILLINOIS,IL,US HOUSE,2,ANTHONY W WILLIAMS,LIBERTARIAN,FALSE,5748,172490,0.033323671
2006,ILLINOIS,IL,US HOUSE,2,JESSE L JACKSON JR,DEMOCRAT,FALSE,146347,172490,0.848437591
2006,ILLINOIS,IL,US HOUSE,2,ROBERT BELIN,REPUBLICAN,FALSE,20395,172490,0.118238738
2006,ILLINOIS,IL,US HOUSE,3,DANIEL LIPINSKI,DEMOCRAT,FALSE,127768,165722,0.770977903
2006,ILLINOIS,IL,US HOUSE,3,RAYMOND G WARDINGLEY,REPUBLICAN,FALSE,37954,165722,0.229022097
2006,ILLINOIS,IL,US HOUSE,4,ANN MELICHAR,REPUBLICAN,FALSE,11532,81442,0.141597701
2006,ILLINOIS,IL,US HOUSE,4,LUIS V GUTIERREZ,DEMOCRAT,FALSE,69910,81442,0.858402299
2006,ILLINOIS,IL,US HOUSE,5,KEVIN EDWARD WHITE,REPUBLICAN,FALSE,32250,146581,0.220014872
2006,ILLINOIS,IL,US HOUSE,5,RAHM EMANUEL,DEMOCRAT,FALSE,114319,146581,0.779903262
2006,ILLINOIS,IL,US HOUSE,5,WRITEIN,,TRUE,12,146581,8.1866E-05
2006,ILLINOIS,IL,US HOUSE,6,L TAMMY DUCKWORTH,DEMOCRAT,FALSE,86572,177957,0.48647707
2006,ILLINOIS,IL,US HOUSE,6,PETER J ROSKAM,REPUBLICAN,FALSE,91382,177957,0.513506072
2006,ILLINOIS,IL,US HOUSE,6,WRITEIN,,TRUE,3,177957,1.6858E-05
2006,ILLINOIS,IL,US HOUSE,7,CHARLES HUTCHINSON,REPUBLICAN,FALSE,21939,165011,0.132954773
2006,ILLINOIS,IL,US HOUSE,7,DANNY K DAVIS,DEMOCRAT,FALSE,143071,165011,0.867039167
2006,ILLINOIS,IL,US HOUSE,7,WRITEIN,,TRUE,1,165011,6.0602E-06
2006,ILLINOIS,IL,US HOUSE,8,DAVID MCSWEENEY,REPUBLICAN,FALSE,80720,183394,0.440145261
2006,ILLINOIS,IL,US HOUSE,8,MELISSA L BEAN,DEMOCRAT,FALSE,93355,183394,0.509040645
2006,ILLINOIS,IL,US HOUSE,8,WRITEIN,,TRUE,9319,183394,0.050814094
2006,ILLINOIS,IL,US HOUSE,9,JANICE D SCHAKOWSKY,DEMOCRAT,FALSE,122852,164713,0.745854911
2006,ILLINOIS,IL,US HOUSE,9,MICHAEL P SHANNON,REPUBLICAN,FALSE,41858,164713,0.254126875
2006,ILLINOIS,IL,US HOUSE,9,WRITEIN,,TRUE,3,164713,1.82135E-05
2006,ILLINOIS,IL,US HOUSE,10,DANIEL J SEALS,DEMOCRAT,FALSE,94278,202208,0.466242681
2006,ILLINOIS,IL,US HOUSE,10,MARK STEVEN KIRK,REPUBLICAN,FALSE,107929,202208,0.533752374
2006,ILLINOIS,IL,US HOUSE,10,WRITEIN,,TRUE,1,202208,4.9454E-06
2006,ILLINOIS,IL,US HOUSE,11,JERRY WELLER,REPUBLICAN,FALSE,109009,197855,0.550953981
2006,ILLINOIS,IL,US HOUSE,11,JOHN PAVICH,DEMOCRAT,FALSE,88846,197855,0.449046019
2006,ILLINOIS,IL,US HOUSE,12,JERRY F COSTELLO,DEMOCRAT,FALSE,157284,157291,0.999955497
2006,ILLINOIS,IL,US HOUSE,12,WRITEIN,,TRUE,7,157291,4.45035E-05
2006,ILLINOIS,IL,US HOUSE,13,JOSEPH SHANNON,DEMOCRAT,FALSE,85507,205234,0.416631747
2006,ILLINOIS,IL,US HOUSE,13,JUDY BIGGERT,REPUBLICAN,FALSE,119720,205234,0.583334145
2006,ILLINOIS,IL,US HOUSE,13,WRITEIN,,TRUE,7,205234,3.41074E-05
2006,ILLINOIS,IL,US HOUSE,14,J DENNIS HASTERT,REPUBLICAN,FALSE,117870,197144,0.597887838
2006,ILLINOIS,IL,US HOUSE,14,"JONATHAN ""JOHN"" LAESCH",DEMOCRAT,FALSE,79274,197144,0.402112162
2006,ILLINOIS,IL,US HOUSE,15,DAVID GILL,DEMOCRAT,FALSE,86025,202835,0.424113195
2006,ILLINOIS,IL,US HOUSE,15,TIMOTHY V JOHNSON,REPUBLICAN,FALSE,116810,202835,0.575886805
2006,ILLINOIS,IL,US HOUSE,16,DONALD A MANZULLO,REPUBLICAN,FALSE,125508,197493,0.635506069
2006,ILLINOIS,IL,US HOUSE,16,RICHARD D AUMAN,DEMOCRAT,FALSE,63462,197493,0.321337971
2006,ILLINOIS,IL,US HOUSE,16,WRITEIN,,TRUE,8523,197493,0.04315596
2006,ILLINOIS,IL,US HOUSE,17,ANDREA ZINGA,REPUBLICAN,FALSE,86161,201186,0.428265386
2006,ILLINOIS,IL,US HOUSE,17,PHIL HARE,DEMOCRAT,FALSE,115025,201186,0.571734614
2006,ILLINOIS,IL,US HOUSE,18,RAY LAHOOD,REPUBLICAN,FALSE,150194,223246,0.672773532
2006,ILLINOIS,IL,US HOUSE,18,STEVE WATERWORTH,DEMOCRAT,FALSE,73052,223246,0.327226468
2006,ILLINOIS,IL,US HOUSE,19,DANNY L STOVER,DEMOCRAT,FALSE,92861,236352,0.392892804
2006,ILLINOIS,IL,US HOUSE,19,JOHN SHIMKUS,REPUBLICAN,FALSE,143491,236352,0.607107196
2006,INDIANA,IN,US HOUSE,1,CHARLES E BARMAN,INDEPENDENT,FALSE,5266,149607,0.035198888
2006,INDIANA,IN,US HOUSE,1,MARK J LEYVA,REPUBLICAN,FALSE,40146,149607,0.268343059
2006,INDIANA,IN,US HOUSE,1,PETER J VISCLOSKY,DEMOCRAT,FALSE,104195,149607,0.696458053
2006,INDIANA,IN,US HOUSE,2,CHRIS CHOCOLA,REPUBLICAN,FALSE,88300,191861,0.46022902
2006,INDIANA,IN,US HOUSE,2,JOE DONNELLY,DEMOCRAT,FALSE,103561,191861,0.53977098
2006,INDIANA,IN,US HOUSE,3,MARK E SOUDER,REPUBLICAN,FALSE,95421,175778,0.542849503
2006,INDIANA,IN,US HOUSE,3,THOMAS HAYHURST,DEMOCRAT,FALSE,80357,175778,0.457150497
2006,INDIANA,IN,US HOUSE,4,DAVID SANDERS,DEMOCRAT,FALSE,66986,178043,0.376234954
2006,INDIANA,IN,US HOUSE,4,STEVE BUYER,REPUBLICAN,FALSE,111057,178043,0.623765046
2006,INDIANA,IN,US HOUSE,5,DAN BURTON,REPUBLICAN,FALSE,133118,204929,0.649581074
2006,INDIANA,IN,US HOUSE,5,KATHERINE FOX CARR,DEMOCRAT,FALSE,64362,204929,0.314069751
2006,INDIANA,IN,US HOUSE,5,SHERI CONOVER SHARLOW,LIBERTARIAN,FALSE,7431,204929,0.036261339
2006,INDIANA,IN,US HOUSE,5,WRITEIN,,TRUE,18,204929,8.78353E-05
2006,INDIANA,IN,US HOUSE,6,BARRY A WELSH,DEMOCRAT,FALSE,76812,192078,0.399900041
2006,INDIANA,IN,US HOUSE,6,MIKE PENCE,REPUBLICAN,FALSE,115266,192078,0.600099959
2006,INDIANA,IN,US HOUSE,7,ERIC DICKERSON,REPUBLICAN,FALSE,64304,139054,0.462439052
2006,INDIANA,IN,US HOUSE,7,JULIA CARSON,DEMOCRAT,FALSE,74750,139054,0.537560948
2006,INDIANA,IN,US HOUSE,8,BRAD ELLSWORTH,DEMOCRAT,FALSE,131019,214723,0.610176832
2006,INDIANA,IN,US HOUSE,8,JOHN N HOSTETTLER,REPUBLICAN,FALSE,83704,214723,0.389823168
2006,INDIANA,IN,US HOUSE,9,BARON P HILL,DEMOCRAT,FALSE,110454,220849,0.500133575
2006,INDIANA,IN,US HOUSE,9,D ERIC SCHANSBERG,LIBERTARIAN,FALSE,9893,220849,0.044795313
2006,INDIANA,IN,US HOUSE,9,MICHAEL E SODREL,REPUBLICAN,FALSE,100469,220849,0.454921689
2006,INDIANA,IN,US HOUSE,9,WRITEIN,,TRUE,33,220849,0.000149423
2006,IOWA,IA,US HOUSE,1,ALBERT W SCHOEMAN,NOMINATED BY PETITION,FALSE,1226,207478,0.00590906
2006,IOWA,IA,US HOUSE,1,BRUCE BRALEY,DEMOCRAT,FALSE,114322,207478,0.551007818
2006,IOWA,IA,US HOUSE,1,JAMES F HILL,PIRATE,FALSE,2201,207478,0.010608354
2006,IOWA,IA,US HOUSE,1,MIKE WHALEN,REPUBLICAN,FALSE,89729,207478,0.432474768
2006,IOWA,IA,US HOUSE,2,DAVE LOEBSACK,DEMOCRAT,FALSE,107683,209390,0.514270022
2006,IOWA,IA,US HOUSE,2,JAMES A LEACH,REPUBLICAN,FALSE,101707,209390,0.485729978
2006,IOWA,IA,US HOUSE,3,HELEN MEYERS,SOCIALIST WORKERS,FALSE,3591,223082,0.01609722
2006,IOWA,IA,US HOUSE,3,JEFF LAMBERTI,REPUBLICAN,FALSE,103722,223082,0.464950108
2006,IOWA,IA,US HOUSE,3,LEONARD L BOSWELL,DEMOCRAT,FALSE,115769,223082,0.518952672
2006,IOWA,IA,US HOUSE,4,SELDEN E SPENCER,DEMOCRAT,FALSE,90982,212632,0.427884796
2006,IOWA,IA,US HOUSE,4,TOM LATHAM,REPUBLICAN,FALSE,121650,212632,0.572115204
2006,IOWA,IA,US HOUSE,5,CHERYL L BRODERSEN,NOMINATED BY PETITION,FALSE,2479,180399,0.013741761
2006,IOWA,IA,US HOUSE,5,JOYCE SCHULTE,DEMOCRAT,FALSE,64181,180399,0.355772482
2006,IOWA,IA,US HOUSE,5,ROY NIELSEN,NOMINATED BY PETITION,FALSE,8159,180399,0.045227523
2006,IOWA,IA,US HOUSE,5,STEVE KING,REPUBLICAN,FALSE,105580,180399,0.585258233
2006,KANSAS,KS,US HOUSE,1,JERRY MORAN,REPUBLICAN,FALSE,156728,199378,0.786084723
2006,KANSAS,KS,US HOUSE,1,JOHN DOLL,DEMOCRAT,FALSE,39781,199378,0.199525524
2006,KANSAS,KS,US HOUSE,1,SYLVESTER CAIN,REFORM,FALSE,2869,199378,0.014389752
2006,KANSAS,KS,US HOUSE,2,JIM RYUN,REPUBLICAN,FALSE,106329,225562,0.471395891
2006,KANSAS,KS,US HOUSE,2,NANCY BOYDA,DEMOCRAT,FALSE,114139,225562,0.506020518
2006,KANSAS,KS,US HOUSE,2,ROGER D TUCKER,REFORM,FALSE,5094,225562,0.022583591
2006,KANSAS,KS,US HOUSE,3,CHUCK AHNER,REPUBLICAN,FALSE,79824,236980,0.336838552
2006,KANSAS,KS,US HOUSE,3,DENNIS MOORE,DEMOCRAT,FALSE,153105,236980,0.646067179
2006,KANSAS,KS,US HOUSE,3,ROBERT A CONROY,REFORM,FALSE,4051,236980,0.01709427
2006,KANSAS,KS,US HOUSE,4,GARTH J MCGINN,DEMOCRAT,FALSE,62166,183207,0.339321096
2006,KANSAS,KS,US HOUSE,4,JOY R HOLT,REFORM,FALSE,4655,183207,0.025408418
2006,KANSAS,KS,US HOUSE,4,TODD TIAHRT,REPUBLICAN,FALSE,116386,183207,0.635270486
2006,KENTUCKY,KY,US HOUSE,1,ED WHITFIELD,REPUBLICAN,FALSE,123618,207483,0.59579821
2006,KENTUCKY,KY,US HOUSE,1,TOM BARLOW,DEMOCRAT,FALSE,83865,207483,0.40420179
2006,KENTUCKY,KY,US HOUSE,2,MIKE WEAVER,DEMOCRAT,FALSE,95415,213963,0.445941588
2006,KENTUCKY,KY,US HOUSE,2,RON LEWIS,REPUBLICAN,FALSE,118548,213963,0.554058412
2006,KENTUCKY,KY,US HOUSE,3,ANNE M NORTHUP,REPUBLICAN,FALSE,116568,241965,0.481755626
2006,KENTUCKY,KY,US HOUSE,3,DONNA WALKER MANCINI,LIBERTARIAN,FALSE,2134,241965,0.008819457
2006,KENTUCKY,KY,US HOUSE,3,JOHN YARMUTH,DEMOCRAT,FALSE,122489,241965,0.506226107
2006,KENTUCKY,KY,US HOUSE,3,W ED PARKER,CONSTITUTION,FALSE,774,241965,0.00319881
2006,KENTUCKY,KY,US HOUSE,4,BRIAN HOUILLION,LIBERTARIAN,FALSE,10100,204767,0.049324354
2006,KENTUCKY,KY,US HOUSE,4,GEOFF DAVIS,REPUBLICAN,FALSE,105845,204767,0.516904579
2006,KENTUCKY,KY,US HOUSE,4,KEN LUCAS,DEMOCRAT,FALSE,88822,204767,0.433771067
2006,KENTUCKY,KY,US HOUSE,5,HAROLD ROGERS,REPUBLICAN,FALSE,147201,199568,0.737598212
2006,KENTUCKY,KY,US HOUSE,5,KENNETH STEPP,DEMOCRAT,FALSE,52367,199568,0.262401788
2006,KENTUCKY,KY,US HOUSE,6,BEN CHANDLER,DEMOCRAT,FALSE,158765,185780,0.85458607
2006,KENTUCKY,KY,US HOUSE,6,PAUL ARD,LIBERTARIAN,FALSE,27015,185780,0.14541393
2006,LOUISIANA,LA,US HOUSE,1,BOBBY JINDAL,REPUBLICAN,FALSE,130508,148128,0.881048823
2006,LOUISIANA,LA,US HOUSE,1,DAVID GEREIGHTY,DEMOCRAT,FALSE,10919,148128,0.073713275
2006,LOUISIANA,LA,US HOUSE,1,PETER BEARY,LIBERTARIAN,FALSE,1676,148128,0.011314539
2006,LOUISIANA,LA,US HOUSE,1,STACEY TALLITSCH,DEMOCRAT,FALSE,5025,148128,0.033923364
2006,LOUISIANA,LA,US HOUSE,2,DERRICK SHEPHERD,DEMOCRAT,FALSE,16799,107543,0.156207285
2006,LOUISIANA,LA,US HOUSE,2,"DEVEN ""D C"" COLLINS",DEMOCRAT,FALSE,121,107543,0.001125131
2006,LOUISIANA,LA,US HOUSE,2,ERIC T BRADLEY,REPUBLICAN,FALSE,1159,107543,0.010777085
2006,LOUISIANA,LA,US HOUSE,2,"GREGORY W ""RHUMBLINE"" KAHN",LIBERTARIAN,FALSE,404,107543,0.003756637
2006,LOUISIANA,LA,US HOUSE,2,JOHN EDWARDS,DEMOCRAT,FALSE,675,107543,0.006276559
2006,LOUISIANA,LA,US HOUSE,2,"JOSEPH ""JOE"" LAVIGNE",REPUBLICAN,FALSE,12511,107543,0.116334861
2006,LOUISIANA,LA,US HOUSE,2,KAREN CARTER,DEMOCRAT,FALSE,27011,107543,0.25116465
2006,LOUISIANA,LA,US HOUSE,2,"LAWRENCE WILLIAM ""LANCE"" VON UHDE III",REPUBLICAN,FALSE,258,107543,0.00239904
2006,LOUISIANA,LA,US HOUSE,2,"M V ""VINNY"" MENDOZA",DEMOCRAT,FALSE,402,107543,0.00373804
2006,LOUISIANA,LA,US HOUSE,2,REGINA BARTHOLOMEW,DEMOCRAT,FALSE,1125,107543,0.010460932
2006,LOUISIANA,LA,US HOUSE,2,SCOTT BARRON,DEMOCRAT,FALSE,621,107543,0.005774434
2006,LOUISIANA,LA,US HOUSE,2,"TROY ""C"" CARTER",DEMOCRAT,FALSE,11304,107543,0.105111444
2006,LOUISIANA,LA,US HOUSE,2,WILLIAM J JEFFERSON,DEMOCRAT,FALSE,35153,107543,0.326873902
2006,LOUISIANA,LA,US HOUSE,3,CHARLIE MELANCON,DEMOCRAT,FALSE,75023,136331,0.550300372
2006,LOUISIANA,LA,US HOUSE,3,CRAIG ROMERO,REPUBLICAN,FALSE,54950,136331,0.403063133
2006,LOUISIANA,LA,US HOUSE,3,JAMES LEE BLAKE JR,LIBERTARIAN,FALSE,2168,136331,0.015902473
2006,LOUISIANA,LA,US HOUSE,3,"OLANGEE ""OJ"" BREECH",DEMOCRAT,FALSE,4190,136331,0.030734022
2006,LOUISIANA,LA,US HOUSE,4,ARTIS R CASH SR,DEMOCRAT,FALSE,22757,134272,0.16948433
2006,LOUISIANA,LA,US HOUSE,4,CHESTER T KELLEY,REPUBLICAN,FALSE,16649,134272,0.123994578
2006,LOUISIANA,LA,US HOUSE,4,JIM MCCRERY,REPUBLICAN,FALSE,77078,134272,0.574043732
2006,LOUISIANA,LA,US HOUSE,4,PATTI COX,DEMOCRAT,FALSE,17788,134272,0.132477359
2006,LOUISIANA,LA,US HOUSE,5,BRENT SANDERS,LIBERTARIAN,FALSE,1876,114582,0.016372554
2006,LOUISIANA,LA,US HOUSE,5,GLORIA WILLIAMS HEARN,DEMOCRAT,FALSE,33233,114582,0.29003683
2006,LOUISIANA,LA,US HOUSE,5,JOHN WATTS,OTHER,FALSE,1262,114582,0.011013946
2006,LOUISIANA,LA,US HOUSE,5,RODNEY ALEXANDER,REPUBLICAN,FALSE,78211,114582,0.68257667
2006,LOUISIANA,LA,US HOUSE,6,RICHARD H BAKER,REPUBLICAN,FALSE,94658,114306,0.82811051
2006,LOUISIANA,LA,US HOUSE,6,RICHARD M FONTANESI,LIBERTARIAN,FALSE,19648,114306,0.17188949
2006,LOUISIANA,LA,US HOUSE,7,CHARLES W BOUSTANY JR,REPUBLICAN,FALSE,113720,160853,0.706980908
2006,LOUISIANA,LA,US HOUSE,7,MIKE STAGG,DEMOCRAT,FALSE,47133,160853,0.293019092
2006,MAINE,ME,US HOUSE,1,DARLENE J CURLEY,REPUBLICAN,FALSE,88009,280987,0.313213779
2006,MAINE,ME,US HOUSE,1,DEXTER J KAMILEWICZ,INDEPENDENT,FALSE,22029,280987,0.078398645
2006,MAINE,ME,US HOUSE,1,THOMAS H ALLEN,DEMOCRAT,FALSE,170949,280987,0.608387577
2006,MAINE,ME,US HOUSE,2,LAURENCE S D'AMBOISE,REPUBLICAN,FALSE,75156,254928,0.294812653
2006,MAINE,ME,US HOUSE,2,MICHAEL H MICHAUD,DEMOCRAT,FALSE,179772,254928,0.705187347
2006,MARYLAND,MD,US HOUSE,1,JIM CORWIN,DEMOCRAT,FALSE,83738,269147,0.311123661
2006,MARYLAND,MD,US HOUSE,1,WAYNE T GILCHREST,REPUBLICAN,FALSE,185177,269147,0.688014356
2006,MARYLAND,MD,US HOUSE,1,WRITEIN,,TRUE,232,269147,0.000861982
2006,MARYLAND,MD,US HOUSE,2,C A DUTCH RUPPERSBERGER,DEMOCRAT,FALSE,135818,196228,0.692143833
2006,MARYLAND,MD,US HOUSE,2,JIMMY MATHIS,REPUBLICAN,FALSE,60195,196228,0.306760503
2006,MARYLAND,MD,US HOUSE,2,WRITEIN,,TRUE,215,196228,0.001095664
2006,MARYLAND,MD,US HOUSE,3,CHARLES CURTIS MCPEEK SR,LIBERTARIAN,FALSE,4941,234486,0.02107162
2006,MARYLAND,MD,US HOUSE,3,JOHN P SARBANES,DEMOCRAT,FALSE,150142,234486,0.640302619
2006,MARYLAND,MD,US HOUSE,3,JOHN WHITE,REPUBLICAN,FALSE,79174,234486,0.337649156
2006,MARYLAND,MD,US HOUSE,3,WRITEIN,,TRUE,229,234486,0.000976604
2006,MARYLAND,MD,US HOUSE,4,ALBERT RUSSELL WYNN,DEMOCRAT,FALSE,141897,175903,0.806677544
2006,MARYLAND,MD,US HOUSE,4,MICHAEL MOSHE STARKMAN,REPUBLICAN,FALSE,32792,175903,0.186420925
2006,MARYLAND,MD,US HOUSE,4,WRITEIN,,TRUE,1214,175903,0.006901531
2006,MARYLAND,MD,US HOUSE,5,PETER KUHNERT,CONSTITUTION,FALSE,635,203323,0.00312311
2006,MARYLAND,MD,US HOUSE,5,STENY H HOYER,DEMOCRAT,FALSE,168114,203323,0.826832183
2006,MARYLAND,MD,US HOUSE,5,STEVE WARNER,GREEN,FALSE,33464,203323,0.164585413
2006,MARYLAND,MD,US HOUSE,5,WRITEIN,,TRUE,1110,203323,0.005459294
2006,MARYLAND,MD,US HOUSE,6,ANDREW DUCK,DEMOCRAT,FALSE,92030,239453,0.384334295
2006,MARYLAND,MD,US HOUSE,6,ROBERT E KOZAK,GREEN,FALSE,6095,239453,0.025453847
2006,MARYLAND,MD,US HOUSE,6,ROSCOE G BARTLETT,REPUBLICAN,FALSE,141200,239453,0.589677306
2006,MARYLAND,MD,US HOUSE,6,WRITEIN,,TRUE,128,239453,0.000534552
2006,MARYLAND,MD,US HOUSE,7,ELIJAH E CUMMINGS,DEMOCRAT,FALSE,158830,161977,0.980571316
2006,MARYLAND,MD,US HOUSE,7,WRITEIN,,TRUE,3147,161977,0.019428684
2006,MARYLAND,MD,US HOUSE,8,CHRIS VAN HOLLEN,DEMOCRAT,FALSE,168872,220685,0.765217391
2006,MARYLAND,MD,US HOUSE,8,GERARD P GIBLIN,GREEN,FALSE,3298,220685,0.014944378
2006,MARYLAND,MD,US HOUSE,8,JEFFREY M STEIN,REPUBLICAN,FALSE,48324,220685,0.218972744
2006,MARYLAND,MD,US HOUSE,8,WRITEIN,,TRUE,191,220685,0.000865487
2006,MASSACHUSETTS,MA,US HOUSE,1,BLANK VOTE/SCATTERING,,FALSE,13048,219932,0.059327428
2006,MASSACHUSETTS,MA,US HOUSE,1,JOHN W OLVER,DEMOCRAT,FALSE,158057,219932,0.718663041
2006,MASSACHUSETTS,MA,US HOUSE,1,OTHER,,FALSE,253,219932,0.001150356
2006,MASSACHUSETTS,MA,US HOUSE,1,WILLIAM H SZYCH,UNENROLLED,FALSE,48574,219932,0.220859175
2006,MASSACHUSETTS,MA,US HOUSE,2,BLANK VOTE/SCATTERING,,FALSE,47746,214939,0.222137444
2006,MASSACHUSETTS,MA,US HOUSE,2,OTHER,,FALSE,2254,214939,0.010486696
2006,MASSACHUSETTS,MA,US HOUSE,2,RICHARD E NEAL,DEMOCRAT,FALSE,164939,214939,0.76737586
2006,MASSACHUSETTS,MA,US HOUSE,3,BLANK VOTE/SCATTERING,,FALSE,46145,215101,0.214527129
2006,MASSACHUSETTS,MA,US HOUSE,3,JAMES P MCGOVERN,DEMOCRAT,FALSE,166973,215101,0.776253946
2006,MASSACHUSETTS,MA,US HOUSE,3,OTHER,,FALSE,1983,215101,0.009218925
2006,MASSACHUSETTS,MA,US HOUSE,4,BARNEY FRANK,DEMOCRAT,FALSE,176513,226914,0.777885014
2006,MASSACHUSETTS,MA,US HOUSE,4,BLANK VOTE/SCATTERING,,FALSE,47671,226914,0.210083997
2006,MASSACHUSETTS,MA,US HOUSE,4,OTHER,,FALSE,2730,226914,0.01203099
2006,MASSACHUSETTS,MA,US HOUSE,5,BLANK VOTE/SCATTERING,,FALSE,54560,216832,0.251623377
2006,MASSACHUSETTS,MA,US HOUSE,5,MARTIN T MEEHAN,DEMOCRAT,FALSE,159120,216832,0.733840024
2006,MASSACHUSETTS,MA,US HOUSE,5,OTHER,,FALSE,3152,216832,0.0145366
2006,MASSACHUSETTS,MA,US HOUSE,6,BLANK VOTE/SCATTERING,,FALSE,11659,253284,0.046031332
2006,MASSACHUSETTS,MA,US HOUSE,6,JOHN F TIERNEY,DEMOCRAT,FALSE,168056,253284,0.663508157
2006,MASSACHUSETTS,MA,US HOUSE,6,OTHER,,FALSE,572,253284,0.002258335
2006,MASSACHUSETTS,MA,US HOUSE,6,RICHARD W BARTON,REPUBLICAN,FALSE,72997,253284,0.288202176
2006,MASSACHUSETTS,MA,US HOUSE,7,BLANK VOTE/SCATTERING,,FALSE,51339,226130,0.227033123
2006,MASSACHUSETTS,MA,US HOUSE,7,EDWARD J MARKEY,DEMOCRAT,FALSE,171902,226130,0.760191041
2006,MASSACHUSETTS,MA,US HOUSE,7,OTHER,,FALSE,2889,226130,0.012775837
2006,MASSACHUSETTS,MA,US HOUSE,8,BLANK VOTE/SCATTERING,,FALSE,20970,159425,0.131535205
2006,MASSACHUSETTS,MA,US HOUSE,8,LAURA GARZA,SOCIALIST WORKERS,FALSE,12449,159425,0.078086875
2006,MASSACHUSETTS,MA,US HOUSE,8,MICHAEL E CAPUANO,DEMOCRAT,FALSE,125515,159425,0.787298103
2006,MASSACHUSETTS,MA,US HOUSE,8,OTHER,,FALSE,491,159425,0.003079818
2006,MASSACHUSETTS,MA,US HOUSE,9,BLANK VOTE/SCATTERING,,FALSE,17469,234505,0.074493081
2006,MASSACHUSETTS,MA,US HOUSE,9,JACK E ROBINSON,REPUBLICAN,FALSE,47114,234505,0.200908296
2006,MASSACHUSETTS,MA,US HOUSE,9,OTHER,,FALSE,502,234505,0.002140679
2006,MASSACHUSETTS,MA,US HOUSE,9,STEPHEN F LYNCH,DEMOCRAT,FALSE,169420,234505,0.722457943
2006,MASSACHUSETTS,MA,US HOUSE,10,BLANK VOTE/SCATTERING,,FALSE,9571,276773,0.034580685
