year,state,state_po,office,district,candidate,party_detailed,writein,candidatevotes,totalvotes,percentvotes
1998,NEW YORK,NY,US SENATE,statewide,WILLIAM P. MCMILLEN,LIBERTARIAN,FALSE,8223,4989877,0.001647936
1998,NEW YORK,NY,US SENATE,statewide,JOEL KOVEL,GREEN,FALSE,14735,4989877,0.002952979
1998,NEW YORK,NY,US SENATE,statewide,ROSE ANA BERBEO,SOCIALIST WORKERS,FALSE,3513,4989877,0.000704025
1998,NEW YORK,NY,US SENATE,statewide,CORINNE E. KURTZ,MARIJUANA REFORM,FALSE,34281,4989877,0.006870109
1998,NEW YORK,NY,US SENATE,statewide,ALFONSE D'AMATO,CONSERVATIVE,FALSE,274220,4989877,0.054955262
1998,NORTH CAROLINA,NC,US SENATE,statewide,BARBARA HOWE,LIBERTARIAN,FALSE,36963,2012143,0.018369967
1998,NORTH CAROLINA,NC,US SENATE,statewide,LAUCH FAIRCLOTH,REPUBLICAN,FALSE,945943,2012143,0.470117184
1998,NORTH CAROLINA,NC,US SENATE,statewide,JOHN EDWARDS,DEMOCRAT,FALSE,1029237,2012143,0.51151285
1998,NORTH DAKOTA,ND,US SENATE,statewide,HARLEY MCLAIN,REFORM,FALSE,3598,213358,0.016863675
1998,NORTH DAKOTA,ND,US SENATE,statewide,DONNA NALEWAJA,REPUBLICAN,FALSE,75013,213358,0.351582786
1998,NORTH DAKOTA,ND,US SENATE,statewide,BYRON L. DORGAN,DEMOCRAT,FALSE,134747,213358,0.631553539
1998,OHIO,OH,US SENATE,statewide,GEORGE V. VOINOVICH,REPUBLICAN,FALSE,1922087,3404351,0.564597188
1998,OHIO,OH,US SENATE,statewide,,,TRUE,210,3404351,6.16858E-05
1998,OHIO,OH,US SENATE,statewide,MARY O. BOYLE,DEMOCRAT,FALSE,1482054,3404351,0.435341127
1998,OKLAHOMA,OK,US SENATE,statewide,DON NICKLES,REPUBLICAN,FALSE,570682,859713,0.663805247
1998,OKLAHOMA,OK,US SENATE,statewide,"ARGUS W. YANDELL, JR.",INDEPENDENT,FALSE,4617,859713,0.005370397
1998,OKLAHOMA,OK,US SENATE,statewide,DON E. CARROLL,DEMOCRAT,FALSE,268898,859713,0.312776473
1998,OKLAHOMA,OK,US SENATE,statewide,MIKE MORRIS,INDEPENDENT,FALSE,15516,859713,0.018047883
1998,OREGON,OR,US SENATE,statewide,OTHER,,FALSE,1413,1117747,0.00126415
1998,OREGON,OR,US SENATE,statewide,DEAN M. BRAA,SOCIALIST,FALSE,7553,1117747,0.006757343
1998,OREGON,OR,US SENATE,statewide,KARYN MOSKOWITZ,PACIFIC,FALSE,22024,1117747,0.019703922
1998,OREGON,OR,US SENATE,statewide,JOHN LIM,REPUBLICAN,FALSE,377739,1117747,0.33794678
1998,OREGON,OR,US SENATE,statewide,MICHAEL A. CAMPBELL,NATURAL LAW,FALSE,8372,1117747,0.007490067
1998,OREGON,OR,US SENATE,statewide,JIM BREWSTER,LIBERTARIAN,FALSE,18221,1117747,0.016301542
1998,OREGON,OR,US SENATE,statewide,RON WYDEN,DEMOCRAT,FALSE,682425,1117747,0.610536195
1998,PENNSYLVANIA,PA,US SENATE,statewide,DEAN SNYDER,CONSTITUTIONAL,FALSE,68377,2957499,0.023119873
1998,PENNSYLVANIA,PA,US SENATE,statewide,BILL LLOYD,DEMOCRAT,FALSE,1028839,2957499,0.347874674
1998,PENNSYLVANIA,PA,US SENATE,statewide,ARLEN SPECTER,REPUBLICAN,FALSE,1814180,2957499,0.613416945
1998,PENNSYLVANIA,PA,US SENATE,statewide,JACK IANNANTUONO,LIBERTARIAN,FALSE,46103,2957499,0.015588509
1998,SOUTH CAROLINA,SC,US SENATE,statewide,BOB INGLIS,REPUBLICAN,FALSE,488238,1069063,0.456697126
1998,SOUTH CAROLINA,SC,US SENATE,statewide,RICHARD T. QUILLIAN,LIBERTARIAN,FALSE,16991,1069063,0.015893357
1998,SOUTH CAROLINA,SC,US SENATE,statewide,ERNEST F. HOLLINGS,DEMOCRAT,FALSE,563377,1069063,0.526982039
1998,SOUTH CAROLINA,SC,US SENATE,statewide,,,TRUE,457,1069063,0.000427477
1998,SOUTH DAKOTA,SD,US SENATE,statewide,TOM DASCHLE,DEMOCRAT,FALSE,162884,262111,0.621431378
1998,SOUTH DAKOTA,SD,US SENATE,statewide,BYRON DALE,LIBERTARIAN,FALSE,3796,262111,0.014482414
1998,SOUTH DAKOTA,SD,US SENATE,statewide,RON SCHMIDT,REPUBLICAN,FALSE,95431,262111,0.364086208
1998,UTAH,UT,US SENATE,statewide,GARY R. VAN HORN,INDEPENDENT AMERICAN,FALSE,15073,494909,0.030456104
1998,UTAH,UT,US SENATE,statewide,SCOTT LECKMAN,DEMOCRAT,FALSE,163172,494909,0.329701016
1998,UTAH,UT,US SENATE,statewide,ROBERT F. BENNETT,REPUBLICAN,FALSE,316652,494909,0.639818633
1998,UTAH,UT,US SENATE,statewide,,,TRUE,12,494909,2.42469E-05
1998,VERMONT,VT,US SENATE,statewide,HUGH DOUGLAS,LIBERTARIAN,FALSE,4199,214036,0.019618195
1998,VERMONT,VT,US SENATE,statewide,JERRY LEVY,LIBERTY UNION,FALSE,1238,214036,0.005784074
1998,VERMONT,VT,US SENATE,statewide,BARRY M. NELSON,INDEPENDENT,FALSE,2893,214036,0.013516418
1998,VERMONT,VT,US SENATE,statewide,PATRICK J. LEAHY,DEMOCRAT,FALSE,154567,214036,0.722154217
1998,VERMONT,VT,US SENATE,statewide,BOB (DR. BOB) MELAMEDE,VERMONT GRASSROOTS,FALSE,2459,214036,0.011488722
1998,VERMONT,VT,US SENATE,statewide,,,TRUE,629,214036,0.002938758
1998,VERMONT,VT,US SENATE,statewide,FRED H. TUTTLE,REPUBLICAN,FALSE,48051,214036,0.224499617
1998,WASHINGTON,WA,US SENATE,statewide,PATTY MURRAY,DEMOCRAT,FALSE,1103184,1888561,0.584139988
1998,WASHINGTON,WA,US SENATE,statewide,LINDA SMITH,REPUBLICAN,FALSE,785377,1888561,0.415860012
1998,WISCONSIN,WI,US SENATE,statewide,BLANK VOTE/SCATTERING,,FALSE,706,1760836,0.000400946
1998,WISCONSIN,WI,US SENATE,statewide,MARK W. NEUMANN,REPUBLICAN,FALSE,852272,1760836,0.484015547
1998,WISCONSIN,WI,US SENATE,statewide,EUGENE A. HEM,INDEPENDENT,FALSE,4266,1760836,0.002422713
1998,WISCONSIN,WI,US SENATE,statewide,TOM ENDER,LIBERTARIAN,FALSE,5591,1760836,0.003175196
1998,WISCONSIN,WI,US SENATE,statewide,ROBERT R. RAYMOND,U.S. TAXPAYERS,FALSE,7942,1760836,0.004510358
1998,WISCONSIN,WI,US SENATE,statewide,RUSSELL D. FEINGOLD,DEMOCRAT,FALSE,890059,1760836,0.50547524
2000,ARIZONA,AZ,US SENATE,statewide,WILLIAM TOEL,INDEPENDENT,FALSE,109230,1397076,0.078184723
2000,ARIZONA,AZ,US SENATE,statewide,VANCE HANSEN,GREEN,FALSE,108926,1397076,0.077967126
2000,ARIZONA,AZ,US SENATE,statewide,JON KYL,REPUBLICAN,FALSE,1108196,1397076,0.793225279
2000,ARIZONA,AZ,US SENATE,statewide,BARRY J. HESS II,LIBERTARIAN,FALSE,70724,1397076,0.050622872
2000,CALIFORNIA,CA,US SENATE,statewide,"JOSE LUIS ""JOE"" CAMAHORT",REFORM,FALSE,96552,10623608,0.009088438
2000,CALIFORNIA,CA,US SENATE,statewide,MEDEA SUSAN BENJAMIN,GREEN,FALSE,326828,10623608,0.030764313
2000,CALIFORNIA,CA,US SENATE,statewide,TOM CAMPBELL,REPUBLICAN,FALSE,3886853,10623608,0.365869392
2000,CALIFORNIA,CA,US SENATE,statewide,DIANNE FEINSTEIN,DEMOCRAT,FALSE,5932522,10623608,0.558428172
2000,CALIFORNIA,CA,US SENATE,statewide,BRIAN M. REES,NATURAL LAW,FALSE,58537,10623608,0.005510087
2000,CALIFORNIA,CA,US SENATE,statewide,DIANE BEALL TEMPLIN,AMERICAN INDEPENDENT,FALSE,134598,10623608,0.012669707
2000,CALIFORNIA,CA,US SENATE,statewide,GAIL KATHERINE LIGHTFOOT,LIBERTARIAN,FALSE,187718,10623608,0.017669891
2000,CONNECTICUT,CT,US SENATE,statewide,JOSEPH I. LIEBERMAN,DEMOCRAT,FALSE,828902,1311261,0.632141122
2000,CONNECTICUT,CT,US SENATE,statewide,WILLDEY J. MOORE,LIBERTARIAN,FALSE,8773,1311261,0.006690506
2000,CONNECTICUT,CT,US SENATE,statewide,PHIL GIORDANO,REPUBLICAN,FALSE,448077,1311261,0.341714579
2000,CONNECTICUT,CT,US SENATE,statewide,"WILLIAM KOZAK, JR.",CONCERNED CITIZENS,FALSE,25509,1311261,0.019453793
2000,DELAWARE,DE,US SENATE,statewide,THOMAS R. CARPER,DEMOCRAT,FALSE,181566,326993,0.555259593
2000,DELAWARE,DE,US SENATE,statewide,J. BURKE MORRISON,LIBERTARIAN,FALSE,1103,326993,0.003373161
2000,DELAWARE,DE,US SENATE,statewide,MARK E. DANKOF,CONSTITUTION,FALSE,1044,326993,0.003192729
2000,DELAWARE,DE,US SENATE,statewide,"WILLIAM V. ROTH, JR.",REPUBLICAN,FALSE,142891,326993,0.43698489
2000,DELAWARE,DE,US SENATE,statewide,ROBERT MATTSON,NATURAL LAW,FALSE,389,326993,0.001189628
2000,FLORIDA,FL,US SENATE,statewide,DARRELL L. MCCORMICK,INDEPENDENT,FALSE,21664,5856731,0.003698992
2000,FLORIDA,FL,US SENATE,statewide,BILL NELSON,DEMOCRAT,FALSE,2989487,5856731,0.510436112
2000,FLORIDA,FL,US SENATE,statewide,BILL MCCOLLUM,REPUBLICAN,FALSE,2705348,5856731,0.461921164
2000,FLORIDA,FL,US SENATE,statewide,WILLIE LOGAN,INDEPENDENT,FALSE,80830,5856731,0.013801214
2000,FLORIDA,FL,US SENATE,statewide,JOE SIMONETTA,NATURAL LAW,FALSE,26087,5856731,0.004454191
2000,FLORIDA,FL,US SENATE,statewide,,,TRUE,88,5856731,1.50254E-05
2000,FLORIDA,FL,US SENATE,statewide,JOEL DECKARD,REFORM,FALSE,17338,5856731,0.002960355
2000,FLORIDA,FL,US SENATE,statewide,ANDY MARTIN,INDEPENDENT,FALSE,15889,5856731,0.002712947
2000,GEORGIA,GA,US SENATE,statewide,MACK F. MATTINGLY,REPUBLICAN (NOT IDENTIFIED ON BALLOT),FALSE,920478,2415743,0.381033082
2000,GEORGIA,GA,US SENATE,statewide,PAUL ROBERT MACGREGOR,NOT IDENTIFIED,FALSE,25942,2415743,0.010738725
2000,GEORGIA,GA,US SENATE,statewide,BEN BALLENGER,NOT IDENTIFIED,FALSE,22975,2415743,0.009510532
2000,GEORGIA,GA,US SENATE,statewide,JEFF GATES,NOT IDENTIFIED,FALSE,21249,2415743,0.008796052
2000,GEORGIA,GA,US SENATE,statewide,ZELL MILLER,DEMOCRAT (NOT IDENTIFIED ON BALLOT),FALSE,1413224,2415743,0.585005938
2000,GEORGIA,GA,US SENATE,statewide,WINNIE WALSH,NOT IDENTIFIED,FALSE,11875,2415743,0.004915672
2000,HAWAII,HI,US SENATE,statewide,JOHN CARROLL,REPUBLICAN,FALSE,84701,345623,0.245067603
2000,HAWAII,HI,US SENATE,statewide,LLOYD JEFFREY MALLAN,LIBERTARIAN,FALSE,3127,345623,0.00904743
2000,HAWAII,HI,US SENATE,statewide,LAURI A. CLEGG,NATURAL LAW,FALSE,4220,345623,0.012209836
2000,HAWAII,HI,US SENATE,statewide,DAVID PORTER,CONSTITUTION,FALSE,2360,345623,0.006828249
2000,HAWAII,HI,US SENATE,statewide,DANIEL K. AKAKA,DEMOCRAT,FALSE,251215,345623,0.726846882
2000,INDIANA,IN,US SENATE,statewide,PAUL HAGER,LIBERTARIAN,FALSE,33992,2145209,0.015845542
2000,INDIANA,IN,US SENATE,statewide,RICHARD G. LUGAR,REPUBLICAN,FALSE,1427944,2145209,0.665643301
2000,INDIANA,IN,US SENATE,statewide,DAVID L. JOHNSON,DEMOCRAT,FALSE,683273,2145209,0.318511157
2000,MAINE,ME,US SENATE,statewide,MARK W. LAWRENCE,DEMOCRAT,FALSE,197183,634872,0.310587016
2000,MAINE,ME,US SENATE,statewide,OLYMPIA J. SNOWE,REPUBLICAN,FALSE,437689,634872,0.689412984
2000,MARYLAND,MD,US SENATE,statewide,PAUL H. RAPPAPORT,REPUBLICAN,FALSE,715178,1946898,0.367342306
2000,MARYLAND,MD,US SENATE,statewide,CORROGAN R. VAUGHN,,TRUE,113,1946898,5.8041E-05
2000,MARYLAND,MD,US SENATE,statewide,PAUL S. SARBANES,DEMOCRAT,FALSE,1230013,1946898,0.631780915
2000,MARYLAND,MD,US SENATE,statewide,OTHER,,FALSE,1594,1946898,0.000818738
2000,MASSACHUSETTS,MA,US SENATE,statewide,PHILIP F. LAWLER,CONSTITUTION,FALSE,42113,2734048,0.015403168
2000,MASSACHUSETTS,MA,US SENATE,statewide,CARLA A. HOWELL,LIBERTARIAN,FALSE,308860,2734048,0.112968024
2000,MASSACHUSETTS,MA,US SENATE,statewide,PHILIP HYDE III,TIMESIZING NOT DOWNSIZING,FALSE,8452,2734048,0.003091387
2000,MASSACHUSETTS,MA,US SENATE,statewide,BLANK VOTE/SCATTERING,,FALSE,134586,2734048,0.04922591
2000,MASSACHUSETTS,MA,US SENATE,statewide,,,TRUE,42,2734048,1.53618E-05
2000,MASSACHUSETTS,MA,US SENATE,statewide,EDWARD M. KENNEDY,DEMOCRAT,FALSE,1889494,2734048,0.691097596
2000,MASSACHUSETTS,MA,US SENATE,statewide,DALE E. FRIEDGEN,UNENROLLED,FALSE,13687,2734048,0.00500613
2000,MASSACHUSETTS,MA,US SENATE,statewide,OTHER,,FALSE,2473,2734048,0.00090452
2000,MASSACHUSETTS,MA,US SENATE,statewide,JACK E. ROBINSON III,REPUBLICAN,FALSE,334341,2734048,0.122287904
2000,MICHIGAN,MI,US SENATE,statewide,MICHAEL R. CORLISS,LIBERTARIAN,FALSE,29966,4167685,0.007190083
2000,MICHIGAN,MI,US SENATE,statewide,WILLIAM QUARTON,NATURAL LAW,FALSE,5630,4167685,0.00135087
2000,MICHIGAN,MI,US SENATE,statewide,MARK A. FORTON,REFORM,FALSE,26274,4167685,0.006304219
2000,MICHIGAN,MI,US SENATE,statewide,DEBBIE STABENOW,DEMOCRAT,FALSE,2061952,4167685,0.494747564
2000,MICHIGAN,MI,US SENATE,statewide,SPENCER ABRAHAM,REPUBLICAN,FALSE,1994693,4167685,0.478609348
2000,MICHIGAN,MI,US SENATE,statewide,JOHN MANGOPOULOS,U.S. TAXPAYERS,FALSE,11628,4167685,0.002790038
2000,MICHIGAN,MI,US SENATE,statewide,MATTHEW R. ABEL,GREEN,FALSE,37542,4167685,0.009007878
2000,MINNESOTA,MN,US SENATE,statewide,,,TRUE,4,2419520,1.65322E-06
2000,MINNESOTA,MN,US SENATE,statewide,DAVID DANIELS,GRASSROOTS,FALSE,21447,2419520,0.008864155
2000,MINNESOTA,MN,US SENATE,statewide,MARK DAYTON,DEMOCRATIC-FARMER-LABOR,FALSE,1181553,2419520,0.488341903
2000,MINNESOTA,MN,US SENATE,statewide,JAMES (JIM) GIBSON,INDEPENDENCE,FALSE,140583,2419520,0.058103673
2000,MINNESOTA,MN,US SENATE,statewide,DAVID SWAN,CONSTITUTION,FALSE,8915,2419520,0.003684615
2000,MINNESOTA,MN,US SENATE,statewide,REBECCA ELLIS,SOCIALIST WORKERS,FALSE,12956,2419520,0.005354781
2000,MINNESOTA,MN,US SENATE,statewide,ROD GRAMS,REPUBLICAN,FALSE,1047474,2419520,0.432926366
2000,MINNESOTA,MN,US SENATE,statewide,ERIK D. PAKIESER,LIBERTARIAN,FALSE,6588,2419520,0.002722854
2000,MISSISSIPPI,MS,US SENATE,statewide,JIM GILES,INDEPENDENT,FALSE,9344,994144,0.009399041
2000,MISSISSIPPI,MS,US SENATE,statewide,TRENT LOTT,REPUBLICAN,FALSE,654941,994144,0.658798927
2000,MISSISSIPPI,MS,US SENATE,statewide,SHAWN O'HARA,REFORM,FALSE,7315,994144,0.007358089
2000,MISSISSIPPI,MS,US SENATE,statewide,"TROY D. BROWN, SR.",DEMOCRAT,FALSE,314090,994144,0.315940145
2000,MISSISSIPPI,MS,US SENATE,statewide,LEWIS NAPPER,LIBERTARIAN,FALSE,8454,994144,0.008503798
2000,MISSOURI,MO,US SENATE,statewide,HUGH FOLEY,REFORM,FALSE,4166,2361586,0.001764069
2000,MISSOURI,MO,US SENATE,statewide,EVALINE TAYLOR,GREEN,FALSE,10612,2361586,0.00449359
2000,MISSOURI,MO,US SENATE,statewide,CHARLES DOCKINS,NATURAL LAW,FALSE,1933,2361586,0.000818518
2000,MISSOURI,MO,US SENATE,statewide,JOHN ASHCROFT,REPUBLICAN,FALSE,1142852,2361586,0.483934102
2000,MISSOURI,MO,US SENATE,statewide,,,TRUE,13,2361586,5.50478E-06
2000,MISSOURI,MO,US SENATE,statewide,MEL CARNAHAN,DEMOCRAT,FALSE,1191812,2361586,0.504665932
2000,MISSOURI,MO,US SENATE,statewide,GRANT SAMUEL STAUFFER,LIBERTARIAN,FALSE,10198,2361586,0.004318284
2000,MONTANA,MT,US SENATE,statewide,GARY LEE,REFORM,FALSE,9089,411601,0.022082065
2000,MONTANA,MT,US SENATE,statewide,BRIAN SCHWEITZER,DEMOCRAT,FALSE,194430,411601,0.472374946
2000,MONTANA,MT,US SENATE,statewide,CONRAD BURNS,REPUBLICAN,FALSE,208082,411601,0.505542989
2000,NEBRASKA,NE,US SENATE,statewide,DON STENBERG,REPUBLICAN,FALSE,337977,692350,0.488159168
2000,NEBRASKA,NE,US SENATE,statewide,BEN NELSON,DEMOCRAT,FALSE,353093,692350,0.509992056
2000,NEBRASKA,NE,US SENATE,statewide,,,TRUE,1280,692350,0.001848776
2000,NEVADA,NV,US SENATE,statewide,JOHN ENSIGN,REPUBLICAN,FALSE,330687,600776,0.550433107
2000,NEVADA,NV,US SENATE,statewide,BLANK VOTE,,FALSE,457,600776,0.000760683
2000,NEVADA,NV,US SENATE,statewide,J. J. JOHNSON,LIBERTARIAN,FALSE,5395,600776,0.008980052
2000,NEVADA,NV,US SENATE,statewide,ERNIE BERGHOF,INDEPENDENT AMERICAN,FALSE,2540,600776,0.004227865
2000,NEVADA,NV,US SENATE,statewide,NONE OF THESE CANDIDATES,,FALSE,11503,600776,0.019146903
2000,NEVADA,NV,US SENATE,statewide,OVER VOTE,,FALSE,69,600776,0.000114851
2000,NEVADA,NV,US SENATE,statewide,BILL GRUTZMACHER,CITIZENS FIRST,FALSE,1579,600776,0.002628267
2000,NEVADA,NV,US SENATE,statewide,ED BERNSTEIN,DEMOCRAT,FALSE,238260,600776,0.396587081
2000,NEVADA,NV,US SENATE,statewide,KATHRYN RUSCO,GREEN,FALSE,10286,600776,0.01712119
2000,NEW JERSEY,NJ,US SENATE,statewide,J. M. CARTER,INDEPENDENT,FALSE,5657,3015662,0.001875873
2000,NEW JERSEY,NJ,US SENATE,statewide,BOB FRANKS,REPUBLICAN,FALSE,1420267,3015662,0.470963589
2000,NEW JERSEY,NJ,US SENATE,statewide,JON S. CORZINE,DEMOCRAT,FALSE,1511237,3015662,0.501129437
2000,NEW JERSEY,NJ,US SENATE,statewide,GREGORY PASON,INDEPENDENT,FALSE,3365,3015662,0.001115841
2000,NEW JERSEY,NJ,US SENATE,statewide,PAT DINIZIO,INDEPENDENT,FALSE,19312,3015662,0.006403901
2000,NEW JERSEY,NJ,US SENATE,statewide,GEORGE GOSTIGIAN,INDEPENDENT,FALSE,2536,3015662,0.000840943
2000,NEW JERSEY,NJ,US SENATE,statewide,EMERSON ELLETT,INDEPENDENT,FALSE,7241,3015662,0.002401131
2000,NEW JERSEY,NJ,US SENATE,statewide,NANCY ROSENSTOCK,INDEPENDENT,FALSE,3309,3015662,0.001097272
2000,NEW JERSEY,NJ,US SENATE,statewide,BRUCE AFRAN,INDEPENDENT,FALSE,32841,3015662,0.010890146
2000,NEW JERSEY,NJ,US SENATE,statewide,LORRAINE LANEVE,INDEPENDENT,FALSE,3836,3015662,0.001272026
2000,NEW JERSEY,NJ,US SENATE,statewide,DENNIS A. BREEN,INDEPENDENT,FALSE,6061,3015662,0.002009841
2000,NEW MEXICO,NM,US SENATE,statewide,BILL REDMOND,REPUBLICAN,FALSE,225517,589526,0.382539532
2000,NEW MEXICO,NM,US SENATE,statewide,,,TRUE,265,589526,0.000449514
2000,NEW MEXICO,NM,US SENATE,statewide,JEFF BINGAMAN,DEMOCRAT,FALSE,363744,589526,0.617010955
2000,NEW YORK,NY,US SENATE,statewide,BLANK VOTE/SCATTERING,,FALSE,179823,6959662,0.025837893
2000,NEW YORK,NY,US SENATE,statewide,LOUIS P. WEIN,CONSTITUTION,FALSE,3414,6959662,0.000490541
2000,NEW YORK,NY,US SENATE,statewide,HILLARY RODHAM CLINTON,LIBERAL,FALSE,82801,6959662,0.011897273
2000,NEW YORK,NY,US SENATE,statewide,JOHN O. ADEFOPE,RIGHT TO LIFE,FALSE,21439,6959662,0.003080466
2000,NEW YORK,NY,US SENATE,statewide,HILLARY RODHAM CLINTON,WORKING FAMILIES,FALSE,102094,6959662,0.014669391
2000,NEW YORK,NY,US SENATE,statewide,RICK LAZIO,CONSERVATIVE,FALSE,191141,6959662,0.027464121
2000,NEW YORK,NY,US SENATE,statewide,RICK LAZIO,REPUBLICAN,FALSE,2724589,6959662,0.391482948
2000,NEW YORK,NY,US SENATE,statewide,JEFFREY E. GRAHAM,INDEPENDENCE,FALSE,43181,6959662,0.006204468
2000,NEW YORK,NY,US SENATE,statewide,JACOB J. PERASSO,SOCIALIST WORKERS,FALSE,3040,6959662,0.000436803
2000,NEW YORK,NY,US SENATE,statewide,HILLARY RODHAM CLINTON,DEMOCRAT,FALSE,3562415,6959662,0.511866093
2000,NEW YORK,NY,US SENATE,statewide,MARK J. DUNAU,GREEN,FALSE,40991,6959662,0.005889798
2000,NEW YORK,NY,US SENATE,statewide,JOHN CLIFTON,LIBERTARIAN,FALSE,4734,6959662,0.000680205
2000,NORTH DAKOTA,ND,US SENATE,statewide,KENT CONRAD,DEMOCRATIC-NONPARTISAN LEAGUE,FALSE,176470,287539,0.613725442
2000,NORTH DAKOTA,ND,US SENATE,statewide,DUANE SAND,REPUBLICAN,FALSE,111069,287539,0.386274558
2000,OHIO,OH,US SENATE,statewide,,,TRUE,786,4448801,0.000176677
2000,OHIO,OH,US SENATE,statewide,JOHN A. EASTMAN,NATURAL LAW,FALSE,70713,4448801,0.015894844
2000,OHIO,OH,US SENATE,statewide,JOHN R. MCALISTER,LIBERTARIAN,FALSE,116724,4448801,0.026237182
2000,OHIO,OH,US SENATE,statewide,TED CELESTE,DEMOCRAT,FALSE,1595066,4448801,0.358538402
2000,OHIO,OH,US SENATE,statewide,MIKE DEWINE,REPUBLICAN,FALSE,2665512,4448801,0.599152895
2000,PENNSYLVANIA,PA,US SENATE,statewide,RON KLINK,DEMOCRAT,FALSE,2154908,4735116,0.455090857
2000,PENNSYLVANIA,PA,US SENATE,statewide,JOHN J. FEATHERMAN,LIBERTARIAN,FALSE,45775,4735116,0.009667134
2000,PENNSYLVANIA,PA,US SENATE,statewide,ROBERT E. DOMSKE,REFORM,FALSE,24089,4735116,0.005087309
2000,PENNSYLVANIA,PA,US SENATE,statewide,RICK SANTORUM,REPUBLICAN,FALSE,2481962,4735116,0.52416076
2000,PENNSYLVANIA,PA,US SENATE,statewide,LESTER B. SEARER,CONSTITUTION,FALSE,28382,4735116,0.00599394
2000,RHODE ISLAND,RI,US SENATE,statewide,ROBERT A. WEYGAND,DEMOCRAT,FALSE,161023,391353,0.411452065
2000,RHODE ISLAND,RI,US SENATE,statewide,LINCOLN D. CHAFEE,REPUBLICAN,FALSE,222588,391353,0.568765284
2000,RHODE ISLAND,RI,US SENATE,statewide,KENNETH P. PROULX,INDEPENDENT,FALSE,3635,391353,0.00928829
2000,RHODE ISLAND,RI,US SENATE,statewide,CHRISTOPHER YOUNG,REFORM,FALSE,4107,391353,0.010494362
2000,TENNESSEE,TN,US SENATE,statewide,JEFF CLARK,DEMOCRAT,FALSE,621152,1928613,0.322071872
2000,TENNESSEE,TN,US SENATE,statewide,DAVID JARROD OWNBY,INDEPENDENT,FALSE,4388,1928613,0.00227521
2000,TENNESSEE,TN,US SENATE,statewide,,,TRUE,259,1928613,0.000134293
2000,TENNESSEE,TN,US SENATE,statewide,ROBERT WATSON,INDEPENDENT,FALSE,8416,1928613,0.004363758
2000,TENNESSEE,TN,US SENATE,statewide,CHARLES F. JOHNSON,INDEPENDENT,FALSE,10004,1928613,0.005187147
2000,TENNESSEE,TN,US SENATE,statewide,BILL FRIST,REPUBLICAN,FALSE,1255444,1928613,0.650956931
2000,TENNESSEE,TN,US SENATE,statewide,TOM BURRELL,GREEN,FALSE,25815,1928613,0.013385267
2000,TENNESSEE,TN,US SENATE,statewide,JOEL KINSTLE,INDEPENDENT,FALSE,3135,1928613,0.001625521
2000,TEXAS,TX,US SENATE,statewide,GENE KELLY,DEMOCRAT,FALSE,2025024,6267964,0.323075244
2000,TEXAS,TX,US SENATE,statewide,KAY BAILEY HUTCHISON,REPUBLICAN,FALSE,4078954,6267964,0.650762193
2000,TEXAS,TX,US SENATE,statewide,MARY J. RUWART,LIBERTARIAN,FALSE,72657,6267964,0.011591802
2000,TEXAS,TX,US SENATE,statewide,DOUGLAS S. SANDAGE,GREEN,FALSE,91329,6267964,0.01457076
2000,UTAH,UT,US SENATE,statewide,SCOTT N. HOWELL,DEMOCRAT,FALSE,242569,769704,0.315145822
2000,UTAH,UT,US SENATE,statewide,JIM DEXTER,LIBERTARIAN,FALSE,10394,769704,0.013503892
2000,UTAH,UT,US SENATE,statewide,CARLTON EDWARD BOWEN,INDEPENDENT AMERICAN,FALSE,11938,769704,0.015509858
2000,UTAH,UT,US SENATE,statewide,ORRIN G. HATCH,REPUBLICAN,FALSE,504803,769704,0.655840427
2000,VERMONT,VT,US SENATE,statewide,CHARLES W. RUSSELL,CONSTITUTION,FALSE,10079,288500,0.034935875
2000,VERMONT,VT,US SENATE,statewide,RICK HUBBARD,INDEPENDENT,FALSE,5366,288500,0.018599653
2000,VERMONT,VT,US SENATE,statewide,ED FLANAGAN,DEMOCRAT,FALSE,73352,288500,0.254253033
2000,VERMONT,VT,US SENATE,statewide,JERRY LEVY,LIBERTY UNION,FALSE,1477,288500,0.005119584
2000,VERMONT,VT,US SENATE,statewide,HUGH DOUGLAS,LIBERTARIAN,FALSE,3843,288500,0.013320624
2000,VERMONT,VT,US SENATE,statewide,JAMES M. JEFFORDS,REPUBLICAN,FALSE,189133,288500,0.655573657
2000,VERMONT,VT,US SENATE,statewide,BILLY GREER,VERMONT GRASSROOTS,FALSE,4889,288500,0.016946274
2000,VERMONT,VT,US SENATE,statewide,,,TRUE,361,288500,0.0012513
2000,VIRGINIA,VA,US SENATE,statewide,CHARLES S. ROBB,DEMOCRAT,FALSE,1296093,2718301,0.476802606
2000,VIRGINIA,VA,US SENATE,statewide,,,TRUE,1748,2718301,0.000643049
2000,VIRGINIA,VA,US SENATE,statewide,GEORGE F. ALLEN,REPUBLICAN,FALSE,1420460,2718301,0.522554346
2000,WASHINGTON,WA,US SENATE,statewide,SLADE GORTON,REPUBLICAN,FALSE,1197208,2461379,0.486397259
2000,WASHINGTON,WA,US SENATE,statewide,MARIA CANTWELL,DEMOCRAT,FALSE,1199437,2461379,0.487302849
2000,WASHINGTON,WA,US SENATE,statewide,JEFF JARED,LIBERTARIAN,FALSE,64734,2461379,0.026299891
2000,WEST VIRGINIA,WV,US SENATE,statewide,JOE WHELAN,LIBERTARIAN,FALSE,12627,603477,0.020923747
