year,state,state_po,office,district,candidate,party_detailed,writein,candidatevotes,totalvotes,percentvotes
2000,WEST VIRGINIA,WV,US SENATE,statewide,ROBERT C. BYRD,DEMOCRAT,FALSE,469215,603477,0.777519276
2000,WEST VIRGINIA,WV,US SENATE,statewide,DAVID T. GALLAHER,REPUBLICAN,FALSE,121635,603477,0.201556977
2000,WISCONSIN,WI,US SENATE,statewide,HERB KOHL,DEMOCRAT,FALSE,1563238,2540083,0.615427921
2000,WISCONSIN,WI,US SENATE,statewide,EUGENE A. HEM,INDEPENDENT,FALSE,9555,2540083,0.003761688
2000,WISCONSIN,WI,US SENATE,statewide,SCATTER,,FALSE,902,2540083,0.000355107
2000,WISCONSIN,WI,US SENATE,statewide,TIM PETERSON,LIBERTARIAN,FALSE,21348,2540083,0.00840445
2000,WISCONSIN,WI,US SENATE,statewide,JOHN GILLESPIE,REPUBLICAN,FALSE,940744,2540083,0.370359551
2000,WISCONSIN,WI,US SENATE,statewide,ROBERT R. RAYMOND,CONSTITUTION,FALSE,4296,2540083,0.001691283
2000,WYOMING,WY,US SENATE,statewide,CRAIG THOMAS,REPUBLICAN,FALSE,157622,213659,0.737726939
2000,WYOMING,WY,US SENATE,statewide,MARGARET DAWSON,LIBERTARIAN,FALSE,8950,213659,0.041889179
2000,WYOMING,WY,US SENATE,statewide,MEL LOGAN,DEMOCRAT,FALSE,47087,213659,0.220383883
2002,ALABAMA,AL,US SENATE,statewide,JEFF SESSIONS,REPUBLICAN,FALSE,792561,1353023,0.58577053
2002,ALABAMA,AL,US SENATE,statewide,JEFF ALLEN,LIBERTARIAN,FALSE,20234,1353023,0.014954661
2002,ALABAMA,AL,US SENATE,statewide,,,TRUE,1350,1353023,0.000997766
2002,ALABAMA,AL,US SENATE,statewide,SUSAN PARKER,DEMOCRAT,FALSE,538878,1353023,0.398277043
2002,ALASKA,AK,US SENATE,statewide,JIM DORE,ALASKAN INDEPENDENCE,FALSE,6724,229548,0.029292348
2002,ALASKA,AK,US SENATE,statewide,TED STEVENS,REPUBLICAN,FALSE,179438,229548,0.781701431
2002,ALASKA,AK,US SENATE,statewide,,,TRUE,291,229548,0.001267709
2002,ALASKA,AK,US SENATE,statewide,LEONARD KARPINSKI,LIBERTARIAN,FALSE,2354,229548,0.010254936
2002,ALASKA,AK,US SENATE,statewide,JIM SYKES,GREEN,FALSE,16608,229548,0.072350881
2002,ALASKA,AK,US SENATE,statewide,FRANK VONDERSAAR,DEMOCRAT,FALSE,24133,229548,0.105132696
2002,ARKANSAS,AR,US SENATE,statewide,TIM HUTCHINSON,REPUBLICAN,FALSE,370735,804121,0.461043798
2002,ARKANSAS,AR,US SENATE,statewide,MARK PRYOR,DEMOCRAT,FALSE,433386,804121,0.538956202
2002,COLORADO,CO,US SENATE,statewide,"DOULGAS ""DAYHORSE"" CAMPBELL",AMERICAN CONSTITUTION,FALSE,21547,1416082,0.015215927
2002,COLORADO,CO,US SENATE,statewide,,,TRUE,596,1416082,0.00042088
2002,COLORADO,CO,US SENATE,statewide,WAYNE ALLARD,REPUBLICAN,FALSE,717893,1416082,0.506957224
2002,COLORADO,CO,US SENATE,statewide,JOHN HECKMAN,CONCERNS OF PEOPLE,FALSE,7140,1416082,0.005042081
2002,COLORADO,CO,US SENATE,statewide,RICK STANLEY,LIBERTARIAN,FALSE,20776,1416082,0.014671467
2002,COLORADO,CO,US SENATE,statewide,TOM STRICKLAND,DEMOCRAT,FALSE,648130,1416082,0.457692422
2002,DELAWARE,DE,US SENATE,statewide,MAURICE BARROS,INDEPENDENT PARTY OF DELAWARE,FALSE,996,232314,0.004287301
2002,DELAWARE,DE,US SENATE,statewide,RAYMOND T. BURANELLO,LIBERTARIAN,FALSE,922,232314,0.003968766
2002,DELAWARE,DE,US SENATE,statewide,JOSEPH R. BIDEN JR.,DEMOCRAT,FALSE,135253,232314,0.582199093
2002,DELAWARE,DE,US SENATE,statewide,RAYMOND J. CLATWORTHY,REPUBLICAN,FALSE,94793,232314,0.408038259
2002,DELAWARE,DE,US SENATE,statewide,ROBERT E. MATTSON,NATURAL LAW,FALSE,350,232314,0.001506582
2002,GEORGIA,GA,US SENATE,statewide,SAXBY CHAMBLISS,REPUBLICAN,FALSE,1071352,2031604,0.527342927
2002,GEORGIA,GA,US SENATE,statewide,MAX CLELAND,DEMOCRAT,FALSE,932422,2031604,0.458958537
2002,GEORGIA,GA,US SENATE,statewide,"CLAUDE ""SANDY"" THOMAS",LIBERTARIAN,FALSE,27830,2031604,0.013698536
2002,IDAHO,ID,US SENATE,statewide,LARRY E. CRAIG,REPUBLICAN,FALSE,266215,408544,0.65161892
2002,IDAHO,ID,US SENATE,statewide,ALAN BLINKEN,DEMOCRAT,FALSE,132975,408544,0.325485137
2002,IDAHO,ID,US SENATE,statewide,DONOVAN BRAMWELL,LIBERTARIAN,FALSE,9354,408544,0.022895943
2002,ILLINOIS,IL,US SENATE,statewide,JIM DURKIN,REPUBLICAN,FALSE,1325703,3486851,0.380200645
2002,ILLINOIS,IL,US SENATE,statewide,STEVEN BURGAUER,LIBERTARIAN,FALSE,57382,3486851,0.016456683
2002,ILLINOIS,IL,US SENATE,statewide,RICHARD J. DURBIN,DEMOCRAT,FALSE,2103766,3486851,0.603342672
2002,IOWA,IA,US SENATE,statewide,RICHARD J. MOORE,LIBERTARIAN,FALSE,8864,1023075,0.008664076
2002,IOWA,IA,US SENATE,statewide,TIMOTHY A. HARTHAN,GREEN,FALSE,11340,1023075,0.011084231
2002,IOWA,IA,US SENATE,statewide,GREG GANSKE,REPUBLICAN,FALSE,447892,1023075,0.437789996
2002,IOWA,IA,US SENATE,statewide,,,TRUE,701,1023075,0.000685189
2002,IOWA,IA,US SENATE,statewide,TOM HARKIN,DEMOCRAT,FALSE,554278,1023075,0.541776507
2002,KANSAS,KS,US SENATE,statewide,STEVEN A. ROSILE,LIBERTARIAN,FALSE,70725,776850,0.091040741
2002,KANSAS,KS,US SENATE,statewide,GEORGE COOK,REFORM,FALSE,65050,776850,0.083735599
2002,KANSAS,KS,US SENATE,statewide,PAT ROBERTS,REPUBLICAN,FALSE,641075,776850,0.82522366
2002,KENTUCKY,KY,US SENATE,statewide,MITCH MCCONNELL,REPUBLICAN,FALSE,731679,1131313,0.646752048
2002,KENTUCKY,KY,US SENATE,statewide,LOIS COMBS WEINBERG,DEMOCRAT,FALSE,399634,1131313,0.353247952
2002,LOUISIANA,LA,US SENATE,statewide,GARY D. ROBBINS,OTHER,FALSE,2423,2481629,0.000976375
2002,LOUISIANA,LA,US SENATE,statewide,"""TONY"" PERKINS",REPUBLICAN,FALSE,119776,2481629,0.048265071
2002,LOUISIANA,LA,US SENATE,statewide,JOHN COOKSEY,REPUBLICAN,FALSE,171752,2481629,0.069209378
2002,LOUISIANA,LA,US SENATE,statewide,MARY L. LANDRIEU,DEMOCRAT,FALSE,638654,2481629,0.257352731
2002,LOUISIANA,LA,US SENATE,statewide,RAYMOND BROWN,DEMOCRAT,FALSE,23553,2481629,0.009490943
2002,LOUISIANA,LA,US SENATE,statewide,SUZANNE HAIK TERRELL,REPUBLICAN,FALSE,596642,2481629,0.240423528
2002,LOUISIANA,LA,US SENATE,statewide,SUZANNE HAIK TERRELL,REPUBLICAN,FALSE,339506,2481629,0.136807718
2002,LOUISIANA,LA,US SENATE,statewide,"PATRICK E. ""LIVE WIRE"" LANDRY",OTHER,FALSE,10442,2481629,0.00420772
2002,LOUISIANA,LA,US SENATE,statewide,JAMES LEMANN,OTHER,FALSE,3866,2481629,0.001557848
2002,LOUISIANA,LA,US SENATE,statewide,ERNEST EDWARD SKILLMAN JR.,REPUBLICAN,FALSE,1668,2481629,0.000672139
2002,LOUISIANA,LA,US SENATE,statewide,MARY L. LANDRIEU,DEMOCRAT,FALSE,573347,2481629,0.231036549
2002,MAINE,ME,US SENATE,statewide,SUSAN M. COLLINS,REPUBLICAN,FALSE,295041,504899,0.584356475
2002,MAINE,ME,US SENATE,statewide,CHELLIE PINGREE,DEMOCRAT,FALSE,209858,504899,0.415643525
2002,MASSACHUSETTS,MA,US SENATE,statewide,OTHER,,FALSE,6077,2220301,0.002737016
2002,MASSACHUSETTS,MA,US SENATE,statewide,,,TRUE,24898,2220301,0.011213795
2002,MASSACHUSETTS,MA,US SENATE,statewide,MICHAEL E. CLOUD,LIBERTARIAN,FALSE,369807,2220301,0.166557147
2002,MASSACHUSETTS,MA,US SENATE,statewide,BLANK VOTE/SCATTERING,,FALSE,213543,2220301,0.0961775
2002,MASSACHUSETTS,MA,US SENATE,statewide,JOHN F. KERRY,DEMOCRAT,FALSE,1605976,2220301,0.723314542
2002,MICHIGAN,MI,US SENATE,statewide,JOHN S. MANGOPOULOS,REFORM,FALSE,12831,3129287,0.004100295
2002,MICHIGAN,MI,US SENATE,statewide,CARL LEVIN,DEMOCRAT,FALSE,1896614,3129287,0.606085028
2002,MICHIGAN,MI,US SENATE,statewide,ANDREW RACZKOWSKI,REPUBLICAN,FALSE,1185545,3129287,0.378854672
2002,MICHIGAN,MI,US SENATE,statewide,DOUG DERN,NATURAL LAW,FALSE,10366,3129287,0.003312576
2002,MICHIGAN,MI,US SENATE,statewide,ERIC BORREGARD,GREEN,FALSE,23931,3129287,0.007647429
2002,MINNESOTA,MN,US SENATE,statewide,,,TRUE,7,2254636,3.10471E-06
2002,MINNESOTA,MN,US SENATE,statewide,NORM COLEMAN,REPUBLICAN,FALSE,1116697,2254636,0.495289262
2002,MINNESOTA,MN,US SENATE,statewide,,,TRUE,3,2254636,1.33059E-06
2002,MINNESOTA,MN,US SENATE,statewide,,,TRUE,1790,2254636,0.00079392
2002,MINNESOTA,MN,US SENATE,statewide,PAUL WELLSTONE,DEMOCRATIC-FARMER-LABOR,FALSE,11381,2254636,0.005047821
2002,MINNESOTA,MN,US SENATE,statewide,JIM MOORE,INDEPENDENCE,FALSE,45139,2254636,0.020020527
2002,MINNESOTA,MN,US SENATE,statewide,RAY TRICOMO,GREEN,FALSE,10119,2254636,0.004488086
2002,MINNESOTA,MN,US SENATE,statewide,WALTER F. MONDALE,DEMOCRAT,FALSE,1067246,2254636,0.473356231
2002,MINNESOTA,MN,US SENATE,statewide,MIRO DRAGO,CONSTITUTION,FALSE,2254,2254636,0.000999718
2002,MISSISSIPPI,MS,US SENATE,statewide,THAD COCHRAN,REPUBLICAN,FALSE,533269,630495,0.845794178
2002,MISSISSIPPI,MS,US SENATE,statewide,SHAWN O'HARA,REFORM,FALSE,97226,630495,0.154205822
2002,MISSOURI,MO,US SENATE,statewide,JEAN CARNAHAN,DEMOCRAT,FALSE,913778,1877620,0.486668229
2002,MISSOURI,MO,US SENATE,statewide,DANIEL (DIGGER) ROMANO,GREEN,FALSE,10465,1877620,0.005573545
2002,MISSOURI,MO,US SENATE,statewide,JIM TALENT,REPUBLICAN,FALSE,935032,1877620,0.497987878
2002,MISSOURI,MO,US SENATE,statewide,TAMARA A. MILLAY,LIBERTARIAN,FALSE,18345,1877620,0.009770348
2002,MONTANA,MT,US SENATE,statewide,MAX BAUCUS,DEMOCRAT,FALSE,204853,326537,0.62735004
2002,MONTANA,MT,US SENATE,statewide,STAN JONES,LIBERTARIAN,FALSE,10420,326537,0.031910626
2002,MONTANA,MT,US SENATE,statewide,MIKE TAYLOR,REPUBLICAN,FALSE,103611,326537,0.31730248
2002,MONTANA,MT,US SENATE,statewide,BOB KELLEHER,GREEN,FALSE,7653,326537,0.023436854
2002,NEBRASKA,NE,US SENATE,statewide,CHARLIE A. MATULKA,DEMOCRAT,FALSE,70290,480217,0.146371328
2002,NEBRASKA,NE,US SENATE,statewide,PHIL CHASE,INDEPENDENT,FALSE,5066,480217,0.010549397
2002,NEBRASKA,NE,US SENATE,statewide,CHUCK HAGEL,REPUBLICAN,FALSE,397438,480217,0.827621679
2002,NEBRASKA,NE,US SENATE,statewide,JOHN J. GRAZIANO,LIBERTARIAN,FALSE,7423,480217,0.015457595
2002,NEW HAMPSHIRE,NH,US SENATE,statewide,KEN BLEVENS,LIBERTARIAN,FALSE,9835,447135,0.021995594
2002,NEW HAMPSHIRE,NH,US SENATE,statewide,JEANNE SHAHEEN,DEMOCRAT,FALSE,207478,447135,0.46401646
2002,NEW HAMPSHIRE,NH,US SENATE,statewide,SCATTER,,FALSE,197,447135,0.000440583
2002,NEW HAMPSHIRE,NH,US SENATE,statewide,JOHN E. SUNUNU,REPUBLICAN,FALSE,227229,447135,0.508188802
2002,NEW HAMPSHIRE,NH,US SENATE,statewide,,,TRUE,2396,447135,0.005358561
2002,NEW JERSEY,NJ,US SENATE,statewide,GREGORY PASON,SOCIALIST,FALSE,2702,2112604,0.00127899
2002,NEW JERSEY,NJ,US SENATE,statewide,ELIZABETH MACRON,LIBERTARIAN,FALSE,12558,2112604,0.005944323
2002,NEW JERSEY,NJ,US SENATE,statewide,NORMAN E. WAHNER,CONSERVATIVE,FALSE,6404,2112604,0.00303133
2002,NEW JERSEY,NJ,US SENATE,statewide,DOUGLAS R. FORRESTER,REPUBLICAN,FALSE,928439,2112604,0.439476116
2002,NEW JERSEY,NJ,US SENATE,statewide,FRANK R. LAUTENBERG,DEMOCRAT,FALSE,1138193,2112604,0.538763062
2002,NEW JERSEY,NJ,US SENATE,statewide,TED GLICK,GREEN,FALSE,24308,2112604,0.011506179
2002,NEW MEXICO,NM,US SENATE,statewide,GLORIA TRISTANI,DEMOCRAT,FALSE,168863,483056,0.349572306
2002,NEW MEXICO,NM,US SENATE,statewide,PETE V. DOMENICI,REPUBLICAN,FALSE,314193,483056,0.650427694
2002,NORTH CAROLINA,NC,US SENATE,statewide,SEAN HAUGH,LIBERTARIAN,FALSE,33807,2331181,0.014502091
2002,NORTH CAROLINA,NC,US SENATE,statewide,,,TRUE,727,2331181,0.000311859
2002,NORTH CAROLINA,NC,US SENATE,statewide,ERSKINE B. BOWLES,DEMOCRAT,FALSE,1047983,2331181,0.449550249
2002,NORTH CAROLINA,NC,US SENATE,statewide,ELIZABETH H. DOLE,REPUBLICAN,FALSE,1248664,2331181,0.5356358
2002,OKLAHOMA,OK,US SENATE,statewide,JAMES GERMALIC,INDEPENDENT,FALSE,65056,1018424,0.063879092
2002,OKLAHOMA,OK,US SENATE,statewide,JAMES M. INHOFE,REPUBLICAN,FALSE,583579,1018424,0.573021649
2002,OKLAHOMA,OK,US SENATE,statewide,DAVID WALTERS,DEMOCRAT,FALSE,369789,1018424,0.363099259
2002,OREGON,OR,US SENATE,statewide,GORDON SMITH,REPUBLICAN,FALSE,712287,1267221,0.562085856
2002,OREGON,OR,US SENATE,statewide,OTHER,,FALSE,1354,1267221,0.00106848
2002,OREGON,OR,US SENATE,statewide,DAN FITZGERALD,LIBERTARIAN,FALSE,29979,1267221,0.023657278
2002,OREGON,OR,US SENATE,statewide,LON MABON,CONSTITUTION,FALSE,21703,1267221,0.017126452
2002,OREGON,OR,US SENATE,statewide,BILL BRADBURY,DEMOCRAT,FALSE,501898,1267221,0.396061934
2002,RHODE ISLAND,RI,US SENATE,statewide,JACK REED,DEMOCRAT,FALSE,253774,323582,0.784264885
2002,RHODE ISLAND,RI,US SENATE,statewide,ROBERT G. TINGLE,REPUBLICAN,FALSE,69808,323582,0.215735115
2002,SOUTH CAROLINA,SC,US SENATE,statewide,TED ADAMS,CONSTITUTION,FALSE,8228,1102912,0.007460251
2002,SOUTH CAROLINA,SC,US SENATE,statewide,LINDSEY O. GRAHAM,REPUBLICAN,FALSE,600010,1102912,0.544023458
2002,SOUTH CAROLINA,SC,US SENATE,statewide,ALEX SANDERS,DEMOCRAT,FALSE,487359,1102912,0.441883849
2002,SOUTH CAROLINA,SC,US SENATE,statewide,VICTOR KOCHER,LIBERTARIAN,FALSE,6648,1102912,0.006027679
2002,SOUTH CAROLINA,SC,US SENATE,statewide,,,TRUE,667,1102912,0.000604763
2002,SOUTH DAKOTA,SD,US SENATE,statewide,KURT EVANS,LIBERTARIAN,FALSE,3071,337501,0.009099232
2002,SOUTH DAKOTA,SD,US SENATE,statewide,TIM JOHNSON,DEMOCRAT,FALSE,167481,337501,0.49623853
2002,SOUTH DAKOTA,SD,US SENATE,statewide,JOHN THUNE,REPUBLICAN,FALSE,166949,337501,0.494662238
2002,TENNESSEE,TN,US SENATE,statewide,WESLEY M. BAKER,INDEPENDENT,FALSE,6106,1642432,0.003717658
2002,TENNESSEE,TN,US SENATE,statewide,KARL STANLEY DAVIDSON,INDEPENDENT,FALSE,2217,1642432,0.001349828
2002,TENNESSEE,TN,US SENATE,statewide,BOB CLEMENT,DEMOCRAT,FALSE,728232,1642432,0.443386393
2002,TENNESSEE,TN,US SENATE,statewide,,,TRUE,356,1642432,0.000216752
2002,TENNESSEE,TN,US SENATE,statewide,CONNIE GAMMON,INDEPENDENT,FALSE,5349,1642432,0.003256756
2002,TENNESSEE,TN,US SENATE,statewide,BASIL J. MARCEAUX,INDEPENDENT,FALSE,1170,1642432,0.000712358
2002,TENNESSEE,TN,US SENATE,statewide,JOHN JAY HOOKER,INDEPENDENT,FALSE,6401,1642432,0.003897269
2002,TENNESSEE,TN,US SENATE,statewide,LAMAR ALEXANDER,REPUBLICAN,FALSE,891498,1642432,0.542791422
2002,TENNESSEE,TN,US SENATE,statewide,H. GARY KEPLINGER,INDEPENDENT,FALSE,1103,1642432,0.000671565
2002,TEXAS,TX,US SENATE,statewide,,,TRUE,1422,4514012,0.000315019
2002,TEXAS,TX,US SENATE,statewide,ROY H. WILLIAMS,GREEN,FALSE,25051,4514012,0.005549609
2002,TEXAS,TX,US SENATE,statewide,JOHN CORNYN,REPUBLICAN,FALSE,2496243,4514012,0.552998751
2002,TEXAS,TX,US SENATE,statewide,RON KIRK,DEMOCRAT,FALSE,1955758,4514012,0.433263802
2002,TEXAS,TX,US SENATE,statewide,SCOTT LANIER JAMESON,LIBERTARIAN,FALSE,35538,4514012,0.007872819
2002,VIRGINIA,VA,US SENATE,statewide,NANCY B. SPANNAUS,INDEPENDENT,FALSE,145102,1489422,0.097421684
2002,VIRGINIA,VA,US SENATE,statewide,JACOB G. HORNBERGER JR.,INDEPENDENT,FALSE,106055,1489422,0.071205474
2002,VIRGINIA,VA,US SENATE,statewide,JOHN W. WARNER,REPUBLICAN,FALSE,1229894,1489422,0.82575254
2002,VIRGINIA,VA,US SENATE,statewide,,,TRUE,8371,1489422,0.005620301
2002,WEST VIRGINIA,WV,US SENATE,statewide,JAY WOLFE,REPUBLICAN,FALSE,160902,436183,0.368886454
2002,WEST VIRGINIA,WV,US SENATE,statewide,JOHN D. ROCKEFELLER IV,DEMOCRAT,FALSE,275281,436183,0.631113546
2002,WYOMING,WY,US SENATE,statewide,JOYCE JANSA CORCORAN,DEMOCRAT,FALSE,49570,183280,0.270460498
2002,WYOMING,WY,US SENATE,statewide,MICHAEL B. ENZI,REPUBLICAN,FALSE,133710,183280,0.729539502
2004,ALABAMA,AL,US SENATE,statewide,,,TRUE,1848,1839066,0.001004858
2004,ALABAMA,AL,US SENATE,statewide,RICHARD C. SHELBY,REPUBLICAN,FALSE,1242200,1839066,0.675451561
2004,ALABAMA,AL,US SENATE,statewide,WAYNE SOWELL,DEMOCRAT,FALSE,595018,1839066,0.323543581
2004,ALASKA,AK,US SENATE,statewide,JIM SKYES,GREEN,FALSE,3053,308315,0.00990221
2004,ALASKA,AK,US SENATE,statewide,TONY KNOWLES,DEMOCRAT,FALSE,140424,308315,0.45545627
2004,ALASKA,AK,US SENATE,statewide,LISA MURKOWSKI,REPUBLICAN,FALSE,149773,308315,0.485779154
2004,ALASKA,AK,US SENATE,statewide,,,TRUE,423,308315,0.001371973
2004,ALASKA,AK,US SENATE,statewide,SCOTT A. KOHLHAAS,ALASKA LIBERTARIAN,FALSE,1240,308315,0.004021861
2004,ALASKA,AK,US SENATE,statewide,MARC J. MILLICAN,NONPARTISAN,FALSE,8885,308315,0.02881793
2004,ALASKA,AK,US SENATE,statewide,JERRY SANDERS,ALASKAN INDEPENDENCE,FALSE,3785,308315,0.012276406
2004,ALASKA,AK,US SENATE,statewide,"TED ""BIG"" GIANOUTSOS",NONPARTISAN,FALSE,732,308315,0.002374195
2004,ARIZONA,AZ,US SENATE,statewide,ERNEST HANCOCK,LIBERTARIAN,FALSE,51798,1961677,0.026404959
2004,ARIZONA,AZ,US SENATE,statewide,STUART STARKY,DEMOCRAT,FALSE,404507,1961677,0.206204691
2004,ARIZONA,AZ,US SENATE,statewide,JOHN MCCAIN,REPUBLICAN,FALSE,1505372,1961677,0.76739035
2004,ARKANSAS,AR,US SENATE,statewide,GLEN A. SCHWARZ,,TRUE,212,1039349,0.000203974
2004,ARKANSAS,AR,US SENATE,statewide,,,TRUE,128,1039349,0.000123154
2004,ARKANSAS,AR,US SENATE,statewide,BLANCHE L. LINCOLN,DEMOCRAT,FALSE,580973,1039349,0.558977783
2004,ARKANSAS,AR,US SENATE,statewide,JIM HOLT,REPUBLICAN,FALSE,458036,1039349,0.440695089
2004,CALIFORNIA,CA,US SENATE,statewide,BARBARA BOXER,DEMOCRAT,FALSE,6955728,12053295,0.577081039
2004,CALIFORNIA,CA,US SENATE,statewide,DON J. GRUNDMANN,AMERICAN INDEPENDENT,FALSE,81224,12053295,0.006738738
2004,CALIFORNIA,CA,US SENATE,statewide,"JAMES P. ""JIM"" GRAY",LIBERTARIAN,FALSE,216522,12053295,0.017963719
2004,CALIFORNIA,CA,US SENATE,statewide,MARSHA FEINLAND,PEACE AND FREEDOM,FALSE,243846,12053295,0.020230651
2004,CALIFORNIA,CA,US SENATE,statewide,,,TRUE,53,12053295,4.39714E-06
2004,CALIFORNIA,CA,US SENATE,statewide,BILL JONES,REPUBLICAN,FALSE,4555922,12053295,0.377981457
2004,COLORADO,CO,US SENATE,statewide,KEN SALAZAR,DEMOCRAT,FALSE,1081188,2107472,0.513026033
2004,COLORADO,CO,US SENATE,statewide,FINN GOTAAS,UNAFFILIATED,FALSE,1750,2107472,0.000830379
2004,COLORADO,CO,US SENATE,statewide,"DOUGLAS ""DAYHORSE"" CAMPBELL",AMERICAN CONSTITUTION,FALSE,18783,2107472,0.008912574
2004,COLORADO,CO,US SENATE,statewide,RICHARD RANDALL,LIBERTARIAN,FALSE,10160,2107472,0.004820942
2004,COLORADO,CO,US SENATE,statewide,VICTOR GOOD,REFORM,FALSE,6481,2107472,0.003075248
2004,COLORADO,CO,US SENATE,statewide,PETE COORS,REPUBLICAN,FALSE,980668,2107472,0.465329077
2004,COLORADO,CO,US SENATE,statewide,JOHN R. HARRIS,INDEPENDENT,FALSE,8442,2107472,0.004005747
2004,CONNECTICUT,CT,US SENATE,statewide,LEONARD H. RASCH,LIBERTARIAN,FALSE,9188,1424726,0.006448959
2004,CONNECTICUT,CT,US SENATE,statewide,JACK C. ORCHULLI,REPUBLICAN,FALSE,457749,1424726,0.321289146
2004,CONNECTICUT,CT,US SENATE,statewide,CHRISTOPHER J. DODD,DEMOCRAT,FALSE,945347,1424726,0.663528987
2004,CONNECTICUT,CT,US SENATE,statewide,TIMOTHY A. KNIBBS,CONCERNED CITIZENS,FALSE,12442,1424726,0.008732907
2004,FLORIDA,FL,US SENATE,statewide,,,TRUE,16,7429894,2.15346E-06
2004,FLORIDA,FL,US SENATE,statewide,,,TRUE,27,7429894,3.63397E-06
2004,FLORIDA,FL,US SENATE,statewide,,,TRUE,119,7429894,1.60164E-05
2004,FLORIDA,FL,US SENATE,statewide,MEL MARTINEZ,REPUBLICAN,FALSE,3672864,7429894,0.494335989
2004,FLORIDA,FL,US SENATE,statewide,,,TRUE,25,7429894,3.36479E-06
2004,FLORIDA,FL,US SENATE,statewide,BETTY CASTOR,DEMOCRAT,FALSE,3590201,7429894,0.483210258
2004,FLORIDA,FL,US SENATE,statewide,DENNIS F. BRADLEY,VETERANS PARTY OF AMERICA,FALSE,166642,7429894,0.022428584
2004,GEORGIA,GA,US SENATE,statewide,,,TRUE,7,3220981,2.17325E-06
2004,GEORGIA,GA,US SENATE,statewide,JOHNNY ISAKSON,REPUBLICAN,FALSE,1864202,3220981,0.578768394
2004,GEORGIA,GA,US SENATE,statewide,,,TRUE,31,3220981,9.6244E-06
2004,GEORGIA,GA,US SENATE,statewide,DENISE L. MAJETTE,DEMOCRAT,FALSE,1287690,3220981,0.39978193
2004,GEORGIA,GA,US SENATE,statewide,ALLEN BUCKLEY,LIBERTARIAN,FALSE,69051,3220981,0.021437879
2004,HAWAII,HI,US SENATE,statewide,DANIEL K. INOUYE,DEMOCRAT,FALSE,313629,415347,0.755101156
2004,HAWAII,HI,US SENATE,statewide,JIM BREWER,NONPARTISAN,FALSE,9269,415347,0.02231628
2004,HAWAII,HI,US SENATE,statewide,CAM CAVASSO,REPUBLICAN,FALSE,87172,415347,0.209877524
2004,HAWAII,HI,US SENATE,statewide,JEFF MALLAN,LIBERTARIAN,FALSE,5277,415347,0.012705039
2004,IDAHO,ID,US SENATE,statewide,,,TRUE,4136,503932,0.008207457
2004,IDAHO,ID,US SENATE,statewide,MIKE CRAPO,REPUBLICAN,FALSE,499796,503932,0.991792543
2004,ILLINOIS,IL,US SENATE,statewide,JERRY KOHN,LIBERTARIAN,FALSE,69253,5141520,0.013469363
2004,ILLINOIS,IL,US SENATE,statewide,ALAN KEYES,REPUBLICAN,FALSE,1390690,5141520,0.27048227
2004,ILLINOIS,IL,US SENATE,statewide,BARACK OBAMA,DEMOCRAT,FALSE,3597456,5141520,0.699687252
2004,ILLINOIS,IL,US SENATE,statewide,ALBERT J. FRANZEN,INDEPENDENT,FALSE,81164,5141520,0.015785993
2004,ILLINOIS,IL,US SENATE,statewide,,,TRUE,2957,5141520,0.000575122
2004,INDIANA,IN,US SENATE,statewide,ALBERT BARGER,LIBERTARIAN,FALSE,27344,2428233,0.011260863
2004,INDIANA,IN,US SENATE,statewide,MARVIN SCOTT,REPUBLICAN,FALSE,903913,2428233,0.372251345
2004,INDIANA,IN,US SENATE,statewide,EVAN BAYH,DEMOCRAT,FALSE,1496976,2428233,0.616487792
2004,IOWA,IA,US SENATE,statewide,ARTHUR SMALL,DEMOCRAT,FALSE,412365,1479228,0.278770413
2004,IOWA,IA,US SENATE,statewide,,,TRUE,475,1479228,0.000321113
2004,IOWA,IA,US SENATE,statewide,CHRISTY ANN WELTY,LIBERTARIAN,FALSE,15218,1479228,0.010287799
2004,IOWA,IA,US SENATE,statewide,EDWIN FRUIT,SOCIALIST WORKERS,FALSE,1874,1479228,0.001266877
2004,IOWA,IA,US SENATE,statewide,DARYL A. NORTHROP,GREEN,FALSE,11121,1479228,0.007518111
2004,IOWA,IA,US SENATE,statewide,CHARLES E. GRASSLEY,REPUBLICAN,FALSE,1038175,1479228,0.701835687
2004,KANSAS,KS,US SENATE,statewide,GEORGE COOK,REFORM,FALSE,15980,1129022,0.014153843
2004,KANSAS,KS,US SENATE,statewide,LEE JONES,DEMOCRAT,FALSE,310337,1129022,0.274872412
2004,KANSAS,KS,US SENATE,statewide,STEVEN A. ROSILE,LIBERTARIAN,FALSE,21842,1129022,0.019345947
2004,KANSAS,KS,US SENATE,statewide,SAM BROWNBACK,REPUBLICAN,FALSE,780863,1129022,0.691627798
2004,KENTUCKY,KY,US SENATE,statewide,DANIEL MONGIARDO,DEMOCRAT,FALSE,850855,1724362,0.493431774
2004,KENTUCKY,KY,US SENATE,statewide,JIM BUNNING,REPUBLICAN,FALSE,873507,1724362,0.506568226
2004,LOUISIANA,LA,US SENATE,statewide,JOHN KENNEDY,DEMOCRAT,FALSE,275821,1848056,0.149249265
2004,LOUISIANA,LA,US SENATE,statewide,RICHARD M. FONTANESI,OTHER,FALSE,15097,1848056,0.008169125
2004,LOUISIANA,LA,US SENATE,statewide,"SAM HOUSTON MELTON, JR.",DEMOCRAT,FALSE,12289,1848056,0.00664969
